,pickup_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
15032,2015-04-05 09:00:00,Bronx,32,3.0,10.0,43.0,18.0,1021.5,0.0,0.0,0.0,0.0,N
15038,2015-04-05 10:00:00,Bronx,24,6.0,10.0,43.0,18.0,1021.6,0.0,0.0,0.0,0.0,N
15044,2015-04-05 11:00:00,Bronx,39,6.0,10.0,42.0,18.0,1022.2,0.0,0.0,0.0,0.0,N
15050,2015-04-05 12:00:00,Bronx,36,8.0,10.0,43.0,19.0,1023.2,0.0,0.0,0.0,0.0,N
15056,2015-04-05 13:00:00,Bronx,49,3.0,10.0,44.0,20.0,1023.5,0.0,0.0,0.0,0.0,N
15063,2015-04-05 14:00:00,Bronx,63,7.0,10.0,47.0,20.0,1023.2,0.0,0.0,0.0,0.0,N
15070,2015-04-05 15:00:00,Bronx,68,6.0,10.0,51.0,22.0,1022.2,0.0,0.0,0.0,0.0,N
15077,2015-04-05 16:00:00,Bronx,58,10.0,10.0,53.0,24.0,1021.0,0.0,0.0,0.0,0.0,N
15084,2015-04-05 17:00:00,Bronx,52,10.0,10.0,58.0,25.0,1019.9,0.0,0.0,0.0,0.0,N
15091,2015-04-05 18:00:00,Bronx,58,10.0,10.0,58.0,24.0,1019.0,0.0,0.0,0.0,0.0,N
15098,2015-04-05 19:00:00,Bronx,50,10.0,10.0,60.0,24.0,1018.6,0.0,0.0,0.0,0.0,N
15105,2015-04-05 20:00:00,Bronx,53,10.0,10.0,59.0,24.0,1018.6,0.0,0.0,0.0,0.0,N
15111,2015-04-05 21:00:00,Bronx,63,8.5,10.0,60.0,26.0,1018.8,0.0,0.0,0.0,0.0,N
15118,2015-04-05 22:00:00,Bronx,55,7.0,10.0,59.0,27.0,1019.0,0.0,0.0,0.0,0.0,N
15125,2015-04-05 23:00:00,Bronx,50,0.0,10.0,57.0,30.0,1019.6,0.0,0.0,0.0,0.0,N
15132,2015-04-06 00:00:00,Bronx,50,3.0,10.0,57.0,30.0,1020.4,0.0,0.0,0.0,0.0,N
15139,2015-04-06 01:00:00,Bronx,26,6.0,10.0,55.0,32.0,1021.9,0.0,0.0,0.0,0.0,N
15145,2015-04-06 02:00:00,Bronx,18,6.0,10.0,50.0,33.0,1023.6,0.0,0.0,0.0,0.0,N
15151,2015-04-06 03:00:00,Bronx,16,5.0,10.0,48.0,33.0,1024.4,0.0,0.0,0.0266666666666667,0.0,N
15158,2015-04-06 04:00:00,Bronx,13,0.0,10.0,47.0,34.0,1024.8,0.0,0.0,0.0766666666666667,0.0,N
15165,2015-04-06 05:00:00,Bronx,18,0.0,10.0,46.0,34.0,1025.1,0.0,0.0,0.0,0.0,N
15171,2015-04-06 06:00:00,Bronx,27,0.0,10.0,46.0,33.0,1024.8,0.0,0.0,0.0866666666666667,0.0,N
15178,2015-04-06 07:00:00,Bronx,44,0.0,10.0,45.0,33.0,1025.0,0.0,0.0,0.0983333333333333,0.0,N
15185,2015-04-06 08:00:00,Bronx,49,0.0,10.0,45.0,33.0,1025.3,0.0,0.0,0.111666666666667,0.0,N
15192,2015-04-06 09:00:00,Bronx,45,0.0,10.0,44.0,34.0,1025.5,0.0,0.0,0.138333333333333,0.0,N
15198,2015-04-06 10:00:00,Bronx,39,0.0,10.0,44.0,34.0,1025.8,0.0,0.0,0.168333333333333,0.0,N
15205,2015-04-06 11:00:00,Bronx,24,6.0,10.0,43.0,35.0,1026.6,0.0,0.0,0.178333333333333,0.0,N
15212,2015-04-06 12:00:00,Bronx,41,3.0,10.0,43.0,35.0,1026.8,0.0,0.0,0.185833333333333,0.0,N
15219,2015-04-06 13:00:00,Bronx,35,5.0,9.1,45.0,35.0,1026.7,0.0,0.0,0.190833333333333,0.0,N
15225,2015-04-06 14:00:00,Bronx,46,6.0,10.0,47.0,35.0,1026.2,0.0,0.0,0.193333333333333,0.0,N
15232,2015-04-06 15:00:00,Bronx,48,6.0,10.0,51.0,36.0,1025.7,0.0,0.0,0.193333333333333,0.0,N
15239,2015-04-06 16:00:00,Bronx,70,0.0,10.0,54.0,36.0,1025.5,0.0,0.0,0.193333333333333,0.0,N
15245,2015-04-06 17:00:00,Bronx,79,7.0,10.0,59.0,35.0,1024.7,0.0,0.0,0.193333333333333,0.0,N
15252,2015-04-06 18:00:00,Bronx,68,7.0,10.0,58.0,34.0,1023.7,0.0,0.0,0.193333333333333,0.0,N
15259,2015-04-06 19:00:00,Bronx,61,8.0,10.0,60.0,34.0,1022.4,0.0,0.0,0.193333333333333,0.0,N
15266,2015-04-06 20:00:00,Bronx,59,8.0,10.0,61.0,35.0,1021.8,0.0,0.0,0.193333333333333,0.0,N
15273,2015-04-06 21:00:00,Bronx,42,8.0,10.0,59.0,36.0,1020.9,0.0,0.0,0.193333333333333,0.0,N
15279,2015-04-06 22:00:00,Bronx,48,5.0,10.0,58.0,37.0,1020.2,0.0,0.0,0.193333333333333,0.0,N
15286,2015-04-06 23:00:00,Bronx,29,7.0,10.0,57.0,40.0,1020.1,0.0,0.0,0.193333333333333,0.0,N
15293,2015-04-07 00:00:00,Bronx,25,6.0,10.0,54.0,39.0,1020.2,0.0,0.0,0.193333333333333,0.0,N
15299,2015-04-07 01:00:00,Bronx,12,5.0,10.0,53.0,39.0,1020.5,0.0,0.0,0.193333333333333,0.0,N
15306,2015-04-07 02:00:00,Bronx,13,3.0,10.0,61.0,41.0,1021.0,0.0,0.0,0.193333333333333,0.0,N
15312,2015-04-07 03:00:00,Bronx,10,8.0,10.0,62.0,42.0,1021.0,0.0,0.0,0.193333333333333,0.0,N
15318,2015-04-07 04:00:00,Bronx,11,3.0,10.0,62.0,40.0,1021.1,0.0,0.0,0.166666666666667,0.0,N
15324,2015-04-07 05:00:00,Bronx,15,3.0,10.0,62.0,39.0,1021.0,0.0,0.0,0.0,0.0,N
15330,2015-04-07 06:00:00,Bronx,16,0.0,10.0,61.0,39.0,1020.6,0.0,0.015,0.116666666666667,0.0,N
15336,2015-04-07 07:00:00,Bronx,37,5.0,10.0,61.0,40.0,1020.1,0.0,0.035,0.106666666666667,0.0,N
15343,2015-04-07 08:00:00,Bronx,44,6.0,10.0,61.0,41.0,1020.0,0.0,0.035,0.095,0.0,N
15349,2015-04-07 09:00:00,Bronx,43,3.0,10.0,60.0,42.0,1020.0,0.0,0.035,0.0816666666666667,0.0,N
15356,2015-04-07 10:00:00,Bronx,41,3.0,10.0,60.0,42.0,1020.3,0.0,0.035,0.055,0.0,N
15363,2015-04-07 11:00:00,Bronx,36,6.0,10.0,59.0,43.0,1020.9,0.0,0.035,0.025,0.0,N
15370,2015-04-07 12:00:00,Bronx,26,0.0,10.0,57.0,46.0,1021.6,0.0,0.0,0.015,0.0,N
15376,2015-04-07 13:00:00,Bronx,49,6.0,9.1,54.0,46.0,1022.2,0.01,0.02,0.0075,0.0,N
15383,2015-04-07 14:00:00,Bronx,43,7.0,10.0,53.0,44.0,1022.2,0.0,0.0,0.0025,0.0,N
15389,2015-04-07 15:00:00,Bronx,43,9.0,10.0,53.0,43.0,1022.7,0.0,0.0,0.0,0.0,N
15396,2015-04-07 16:00:00,Bronx,46,9.0,10.0,53.0,40.0,1023.3,0.0,0.0,0.0,0.0,N
15402,2015-04-07 17:00:00,Bronx,53,7.0,10.0,51.0,39.0,1023.4,0.0,0.0,0.0,0.0,N
15409,2015-04-07 18:00:00,Bronx,40,11.0,10.0,51.0,39.0,1023.4,0.0,0.01,0.0,0.0,N
15416,2015-04-07 19:00:00,Bronx,54,11.0,10.0,50.0,39.0,1023.8,0.0,0.0,0.0,0.0,N
15423,2015-04-07 20:00:00,Bronx,54,10.0,9.55,49.5,40.0,1023.6,0.0,0.0,0.0,0.0,N
15429,2015-04-07 21:00:00,Bronx,50,9.0,9.1,48.0,39.0,1024.2,0.0,0.0,0.0,0.0,N
15435,2015-04-07 22:00:00,Bronx,39,9.33333333333333,4.33333333333333,46.0,40.6666666666667,1024.7,0.0,0.0,0.0,0.0,N
15442,2015-04-07 23:00:00,Bronx,31,9.75,4.375,45.75,41.5,1024.7,0.0333333333333333,0.0,0.0,0.0,N
15448,2015-04-08 00:00:00,Bronx,27,8.0,5.0,45.0,41.0,1025.4,0.1,0.1,0.0,0.0,N
15455,2015-04-08 01:00:00,Bronx,25,7.0,6.0,44.0,41.0,1026.2,0.0,0.0,0.0,0.0,N
15461,2015-04-08 02:00:00,Bronx,14,13.0,7.0,43.0,40.0,1026.3,0.0,0.01,0.0,0.0,N
15467,2015-04-08 03:00:00,Bronx,10,10.0,5.0,43.0,40.0,1026.6,0.02,0.01,0.0,0.0,N
15473,2015-04-08 04:00:00,Bronx,10,7.0,5.0,42.0,39.0,1026.8,0.01,0.01,0.0,0.0,N
15479,2015-04-08 05:00:00,Bronx,13,5.0,7.0,42.0,39.0,1026.6,0.0,0.01,0.15,0.0,N
15485,2015-04-08 06:00:00,Bronx,22,8.0,8.0,42.0,38.0,1027.2,0.0,0.04,0.0,0.0,N
15491,2015-04-08 07:00:00,Bronx,33,11.0,10.0,41.0,36.3333333333333,1026.9,0.0,0.01,0.0,0.0,N
15498,2015-04-08 08:00:00,Bronx,49,10.0,10.0,41.0,36.0,1026.3,0.0,0.01,0.0,0.0,N
15505,2015-04-08 09:00:00,Bronx,54,13.0,10.0,41.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
15512,2015-04-08 10:00:00,Bronx,33,14.5,10.0,41.0,34.0,1026.2,0.0,0.0,0.0,0.0,N
15518,2015-04-08 11:00:00,Bronx,35,15.0,10.0,41.0,33.0,1026.8,0.0,0.0,0.0,0.0,N
15524,2015-04-08 12:00:00,Bronx,39,10.0,10.0,41.0,32.0,1027.4,0.0,0.0,0.15,0.0,N
15531,2015-04-08 13:00:00,Bronx,27,8.0,10.0,41.0,32.0,1027.6,0.0,0.0,0.0,0.0,N
15538,2015-04-08 14:00:00,Bronx,36,10.0,10.0,42.0,30.0,1028.3,0.0,0.0,0.0,0.0,N
15545,2015-04-08 15:00:00,Bronx,48,14.0,10.0,42.0,29.0,1028.6,0.0,0.0,0.0,0.0,N
15552,2015-04-08 16:00:00,Bronx,40,16.0,10.0,42.0,30.0,1028.3,0.0,0.0,0.0,0.0,N
15559,2015-04-08 17:00:00,Bronx,55,15.0,10.0,42.0,30.0,1027.6,0.0,0.0,0.0,0.0,N
15565,2015-04-08 18:00:00,Bronx,75,7.0,10.0,43.0,31.0,1027.0,0.0,0.0,0.0,0.0,N
15572,2015-04-08 19:00:00,Bronx,43,11.0,10.0,43.0,29.0,1026.4,0.0,0.0,0.0,0.0,N
15578,2015-04-08 20:00:00,Bronx,38,10.0,10.0,44.0,29.0,1025.7,0.0,0.0,0.0,0.0,N
15585,2015-04-08 21:00:00,Bronx,62,9.0,10.0,44.0,28.0,1025.1,0.0,0.0,0.0,0.0,N
15592,2015-04-08 22:00:00,Bronx,91,8.0,10.0,44.0,24.0,1024.8,0.0,0.0,0.0,0.0,N
15599,2015-04-08 23:00:00,Bronx,55,10.0,10.0,44.0,25.0,1025.0,0.0,0.0,0.0,0.0,N
15605,2015-04-09 00:00:00,Bronx,42,11.0,10.0,41.0,28.5,1024.5,0.0,0.0,0.0,0.0,N
15611,2015-04-09 01:00:00,Bronx,28,11.0,10.0,40.0,31.0,1024.9,0.0,0.0,0.0,0.0,N
15617,2015-04-09 02:00:00,Bronx,16,12.3333333333333,7.36666666666667,37.6666666666667,32.6666666666667,1024.8,0.0,0.0,0.0,0.0,N
15624,2015-04-09 03:00:00,Bronx,13,13.0,8.0,37.0,33.0,1024.4,0.0,0.0,0.0,0.0,N
15631,2015-04-09 04:00:00,Bronx,10,13.0,5.0,37.0,34.0,1023.5,0.0,0.0,0.0,0.0,N
15637,2015-04-09 05:00:00,Bronx,12,10.0,5.0,38.0,35.0,1024.1,0.0,0.0,0.0,0.0,N
15643,2015-04-09 06:00:00,Bronx,20,11.0,4.0,37.0,34.0,1024.3,0.0,0.0,0.015,0.0,N
15649,2015-04-09 07:00:00,Bronx,31,11.0,10.0,37.0,34.0,1023.7,0.0,0.0,0.035,0.0,N
15656,2015-04-09 08:00:00,Bronx,64,11.0,10.0,37.0,33.0,1023.3,0.0,0.0,0.035,0.0,N
15663,2015-04-09 09:00:00,Bronx,57,6.0,8.0,37.0,34.0,1024.1,0.0,0.0,0.035,0.0,N
15670,2015-04-09 10:00:00,Bronx,36,10.0,9.1,37.0,33.0,1024.7,0.0,0.0,0.035,0.0,N
15677,2015-04-09 11:00:00,Bronx,41,9.0,10.0,37.0,33.0,1024.4,0.0,0.0,0.035,0.0,N
15684,2015-04-09 12:00:00,Bronx,41,8.0,10.0,37.0,33.0,1025.3,0.0,0.0,0.035,0.0,N
15690,2015-04-09 13:00:00,Bronx,48,7.0,10.0,37.0,33.0,1025.5,0.0,0.0,0.035,0.0,N
15697,2015-04-09 14:00:00,Bronx,40,10.0,8.33333333333333,37.6666666666667,33.0,1027.1,0.0,0.0,0.035,0.0,N
15704,2015-04-09 15:00:00,Bronx,53,13.0,10.0,38.5,33.0,1026.8,0.0,0.0,0.035,0.0,N
15711,2015-04-09 16:00:00,Bronx,50,13.0,10.0,39.0,32.0,1027.0,0.0,0.0,0.035,0.0,N
15718,2015-04-09 17:00:00,Bronx,51,9.0,10.0,40.0,33.0,1026.9,0.0,0.0,0.035,0.0,N
15725,2015-04-09 18:00:00,Bronx,74,13.0,10.0,39.0,32.0,1026.8,0.0,0.0,0.035,0.0,N
15732,2015-04-09 19:00:00,Bronx,56,9.0,10.0,41.0,33.0,1026.5,0.0,0.0,0.035,0.0,N
15739,2015-04-09 20:00:00,Bronx,47,7.5,10.0,41.0,33.0,1026.0,0.0,0.0,0.035,0.0,N
15746,2015-04-09 21:00:00,Bronx,66,10.0,10.0,42.0,34.0,1025.9,0.0,0.0,0.035,0.0,N
15753,2015-04-09 22:00:00,Bronx,72,8.0,10.0,42.5,35.5,1025.3,0.0,0.0,0.035,0.0,N
15760,2015-04-09 23:00:00,Bronx,55,7.0,10.0,42.5,36.0,1025.1,0.0,0.0,0.045,0.0,N
15767,2015-04-10 00:00:00,Bronx,42,6.0,7.0,42.0,36.0,1025.3,0.0,0.0,0.045,0.0,N
15773,2015-04-10 01:00:00,Bronx,30,6.5,5.5,41.0,37.0,1025.6,0.0,0.0,0.045,0.0,N
15779,2015-04-10 02:00:00,Bronx,20,6.5,7.5,41.0,38.0,1024.7,0.0,0.0,0.045,0.0,N
15786,2015-04-10 03:00:00,Bronx,16,5.5,8.55,41.0,37.5,1024.7,0.0,0.0,0.045,0.0,N
15792,2015-04-10 04:00:00,Bronx,22,6.0,3.0,41.0,38.0,1024.1,0.0,0.0,0.045,0.0,N
15798,2015-04-10 05:00:00,Bronx,22,8.0,3.0,40.0,38.0,1022.9,0.0,0.0,0.0,0.0,N
15805,2015-04-10 06:00:00,Bronx,27,8.0,10.0,40.0,38.0,1021.6,0.0,0.0,0.045,0.0,N
15811,2015-04-10 07:00:00,Bronx,56,7.0,10.0,40.0,37.0,1021.2,0.0,0.0,0.03,0.0,N
15818,2015-04-10 08:00:00,Bronx,55,6.0,7.0,40.0,37.0,1019.0,0.0,0.0,0.01,0.0,N
15824,2015-04-10 09:00:00,Bronx,59,5.33333333333333,4.26666666666667,39.6666666666667,37.3333333333333,1018.3,0.0533333333333333,0.0,0.01,0.0,N
15831,2015-04-10 10:00:00,Bronx,49,3.2,2.66,39.8,37.8,1018.7,0.046,0.0,0.01,0.0,N
15838,2015-04-10 11:00:00,Bronx,37,5.0,5.0,40.0,38.0,1017.6,0.08,0.0,0.01,0.0,N
15845,2015-04-10 12:00:00,Bronx,36,1.66666666666667,5.66666666666667,39.3333333333333,37.0,1016.3,0.0,0.17,0.17,0.0,N
15852,2015-04-10 13:00:00,Bronx,34,4.0,2.075,40.0,38.0,1015.8,0.0,0.0,0.01,0.0,N
15859,2015-04-10 14:00:00,Bronx,48,0.0,1.86666666666667,42.3333333333333,39.6666666666667,1015.0,0.0,0.0,0.01,0.0,N
15866,2015-04-10 15:00:00,Bronx,73,0.0,1.93333333333333,43.0,40.6666666666667,1014.5,0.0,0.0,0.01,0.0,N
15873,2015-04-10 16:00:00,Bronx,43,0.0,2.33333333333333,45.6666666666667,43.0,1012.6,0.0,0.0,0.01,0.0,N
15880,2015-04-10 17:00:00,Bronx,60,1.5,3.0,46.5,44.5,1011.4,0.0,0.0,0.01,0.0,N
15887,2015-04-10 18:00:00,Bronx,71,5.0,6.0,50.0,46.0,1010.9,0.0,0.0,0.01,0.0,N
15894,2015-04-10 19:00:00,Bronx,69,0.0,5.0,51.0,47.0,1009.4,0.0,0.0,0.01,0.0,N
15901,2015-04-10 20:00:00,Bronx,63,7.0,5.0,51.0,47.0,1008.1,0.0,0.0,0.01,0.0,N
15908,2015-04-10 21:00:00,Bronx,72,9.0,6.5,53.0,48.0,1008.0,0.0,0.0,0.01,0.0,N
15915,2015-04-10 22:00:00,Bronx,121,7.0,6.0,54.0,49.0,1008.4,0.0,0.0,0.01,0.0,N
15922,2015-04-10 23:00:00,Bronx,110,7.66666666666667,6.0,56.0,50.0,1007.8,0.0,0.0,0.01,0.0,N
15929,2015-04-11 00:00:00,Bronx,106,7.0,7.0,56.0,50.0,1008.2,0.0,0.0,0.01,0.0,N
15936,2015-04-11 01:00:00,Bronx,85,7.0,7.0,56.0,50.0,1008.5,0.0,0.0,0.0,0.0,N
15943,2015-04-11 02:00:00,Bronx,66,8.0,7.0,54.5,50.0,1008.6,0.0,0.0,0.0,0.0,N
15949,2015-04-11 03:00:00,Bronx,50,7.0,7.0,54.0,49.0,1008.7,0.0,0.0,0.0,0.0,N
15956,2015-04-11 04:00:00,Bronx,22,5.0,8.0,54.0,48.0,1009.6,0.0,0.0,0.0,0.0,N
15963,2015-04-11 05:00:00,Bronx,22,10.0,10.0,55.0,45.0,1010.0,0.0,0.0,0.17,0.0,N
15969,2015-04-11 06:00:00,Bronx,13,10.0,10.0,55.0,43.0,1010.4,0.0,0.0,0.0,0.0,N
15976,2015-04-11 07:00:00,Bronx,26,5.0,10.0,54.0,40.0,1010.9,0.0,0.01,0.0,0.0,N
15983,2015-04-11 08:00:00,Bronx,29,6.0,10.0,53.0,39.0,1011.2,0.0,0.01,0.0,0.0,N
15989,2015-04-11 09:00:00,Bronx,28,8.0,10.0,52.0,37.0,1010.9,0.0,0.01,0.0,0.0,N
15996,2015-04-11 10:00:00,Bronx,39,8.0,10.0,53.0,35.0,1010.4,0.0,0.01,0.0,0.0,N
16003,2015-04-11 11:00:00,Bronx,39,7.0,10.0,53.0,34.0,1010.7,0.0,0.01,0.0,0.0,N
16009,2015-04-11 12:00:00,Bronx,59,10.0,10.0,53.0,35.0,1011.6,0.0,0.01,0.0,0.0,N
16015,2015-04-11 13:00:00,Bronx,51,10.5,10.0,55.0,34.0,1012.6,0.0,0.0,0.0,0.0,N
16021,2015-04-11 14:00:00,Bronx,71,11.0,10.0,54.0,30.0,1013.7,0.0,0.0,0.0,0.0,N
16027,2015-04-11 15:00:00,Bronx,68,9.0,10.0,55.0,30.0,1014.6,0.0,0.0,0.0,0.0,N
16034,2015-04-11 16:00:00,Bronx,92,11.0,10.0,54.0,28.0,1015.2,0.0,0.0,0.0,0.0,N
16041,2015-04-11 17:00:00,Bronx,111,11.0,10.0,56.0,28.0,1015.7,0.0,0.0333333333333333,0.0,0.0,N
16048,2015-04-11 18:00:00,Bronx,99,11.0,10.0,54.0,26.0,1016.3,0.0,0.133333333333333,0.0,0.0,N
16054,2015-04-11 19:00:00,Bronx,90,9.0,10.0,56.0,27.0,1016.4,0.0,0.133333333333333,0.0,0.0,N
16061,2015-04-11 20:00:00,Bronx,85,11.0,10.0,55.0,26.0,1016.4,0.0,0.133333333333333,0.0,0.0,N
16068,2015-04-11 21:00:00,Bronx,100,13.0,10.0,55.0,25.0,1017.2,0.0,0.153333333333333,0.0,0.0,N
16075,2015-04-11 22:00:00,Bronx,96,11.0,10.0,54.0,24.0,1018.3,0.0,0.163333333333333,0.0,0.0,N
16082,2015-04-11 23:00:00,Bronx,108,11.0,10.0,53.0,24.0,1019.0,0.0,0.13,0.0,0.0,N
16089,2015-04-12 00:00:00,Bronx,94,6.0,10.0,51.0,24.0,1019.9,0.0,0.03,0.0,0.0,N
16096,2015-04-12 01:00:00,Bronx,69,3.0,10.0,48.0,25.0,1021.1,0.0,0.03,0.0,0.0,N
16103,2015-04-12 02:00:00,Bronx,63,6.0,10.0,47.0,25.0,1022.2,0.0,0.03,0.0,0.0,N
16110,2015-04-12 03:00:00,Bronx,53,9.0,10.0,46.0,25.0,1022.5,0.0,0.01,0.0,0.0,N
16117,2015-04-12 04:00:00,Bronx,41,7.0,10.0,45.0,25.0,1023.2,0.0,0.0,0.0,0.0,N
16123,2015-04-12 05:00:00,Bronx,22,3.0,10.0,45.0,25.0,1023.6,0.0,0.0,0.0,0.0,N
16130,2015-04-12 06:00:00,Bronx,17,0.0,10.0,44.0,25.0,1023.7,0.0,0.0,0.0,0.0,N
16136,2015-04-12 07:00:00,Bronx,17,5.0,10.0,44.0,26.0,1023.6,0.0,0.0,0.0,0.0,N
16143,2015-04-12 08:00:00,Bronx,23,5.0,10.0,44.0,26.0,1024.0,0.0,0.0,0.0,0.0,N
16150,2015-04-12 09:00:00,Bronx,33,5.0,10.0,43.0,26.0,1024.1,0.0,0.0,0.0,0.0,N
16156,2015-04-12 10:00:00,Bronx,25,5.0,10.0,44.0,26.0,1024.9,0.0,0.0,0.0,0.0,N
16163,2015-04-12 11:00:00,Bronx,47,0.0,10.0,43.0,27.0,1025.9,0.0,0.0,0.0,0.0,N
16169,2015-04-12 12:00:00,Bronx,45,8.0,10.0,45.0,27.0,1026.8,0.0,0.0,0.0,0.0,N
16176,2015-04-12 13:00:00,Bronx,56,5.0,10.0,47.0,27.0,1027.1,0.0,0.0,0.0,0.0,N
16183,2015-04-12 14:00:00,Bronx,60,0.0,10.0,50.0,28.0,1026.9,0.0,0.0,0.0,0.0,N
16190,2015-04-12 15:00:00,Bronx,53,0.0,10.0,55.0,26.0,1027.1,0.0,0.0,0.0,0.0,N
16197,2015-04-12 16:00:00,Bronx,60,0.0,10.0,59.0,24.0,1026.8,0.0,0.0,0.0,0.0,N
16204,2015-04-12 17:00:00,Bronx,52,3.0,10.0,60.0,24.0,1026.1,0.0,0.0,0.0,0.0,N
16211,2015-04-12 18:00:00,Bronx,49,8.0,10.0,62.0,24.0,1025.5,0.0,0.0,0.0,0.0,N
16218,2015-04-12 19:00:00,Bronx,52,3.0,10.0,66.0,23.0,1025.1,0.0,0.0,0.0,0.0,N
16224,2015-04-12 20:00:00,Bronx,59,5.0,10.0,65.0,24.0,1024.4,0.0,0.0,0.0,0.0,N
16231,2015-04-12 21:00:00,Bronx,58,7.0,10.0,60.0,29.0,1024.9,0.0,0.0,0.0,0.0,N
16238,2015-04-12 22:00:00,Bronx,73,3.0,10.0,59.0,28.0,1025.1,0.0,0.0,0.0,0.0,N
16244,2015-04-12 23:00:00,Bronx,102,0.0,10.0,57.0,29.0,1025.3,0.0,0.0,0.0,0.0,N
16250,2015-04-13 00:00:00,Bronx,98,5.0,10.0,54.0,33.0,1025.5,0.0,0.0,0.0,0.0,N
16257,2015-04-13 01:00:00,Bronx,40,0.0,10.0,53.0,36.0,1026.1,0.0,0.0,0.0,0.0,N
16263,2015-04-13 02:00:00,Bronx,20,0.0,10.0,53.0,37.0,1026.4,0.0,0.0,0.0,0.0,N
16269,2015-04-13 03:00:00,Bronx,16,5.0,10.0,51.0,38.0,1026.6,0.0,0.0,0.0,0.0,N
16275,2015-04-13 04:00:00,Bronx,12,0.0,10.0,51.0,38.0,1026.3,0.0,0.0,0.0,0.0,N
16282,2015-04-13 05:00:00,Bronx,13,8.0,10.0,54.0,32.0,1026.4,0.0,0.0,0.0,0.0,N
16288,2015-04-13 06:00:00,Bronx,27,6.0,10.0,53.0,32.0,1026.4,0.0,0.0,0.0,0.0,N
16294,2015-04-13 07:00:00,Bronx,54,6.0,10.0,52.0,32.0,1026.2,0.0,0.0,0.01,0.0,N
16301,2015-04-13 08:00:00,Bronx,65,5.0,10.0,51.0,32.0,1026.3,0.0,0.0,0.01,0.0,N
16308,2015-04-13 09:00:00,Bronx,55,5.0,10.0,51.0,32.0,1026.7,0.0,0.0,0.01,0.0,N
16315,2015-04-13 10:00:00,Bronx,34,0.0,10.0,51.0,32.0,1026.7,0.0,0.0,0.01,0.0,N
16321,2015-04-13 11:00:00,Bronx,28,0.0,10.0,50.0,33.0,1027.6,0.0,0.0,0.01,0.0,N
16328,2015-04-13 12:00:00,Bronx,39,0.0,10.0,52.0,34.0,1028.1,0.0,0.0,0.01,0.0,N
16335,2015-04-13 13:00:00,Bronx,32,3.0,10.0,56.0,33.0,1028.0,0.0,0.0,0.01,0.0,N
16341,2015-04-13 14:00:00,Bronx,36,0.0,10.0,60.0,32.0,1028.1,0.0,0.0,0.01,0.0,N
16348,2015-04-13 15:00:00,Bronx,43,6.0,10.0,62.0,31.0,1027.4,0.0,0.0,0.01,0.0,N
16355,2015-04-13 16:00:00,Bronx,48,3.0,10.0,63.0,33.0,1026.4,0.0,0.0,0.01,0.0,N
16361,2015-04-13 17:00:00,Bronx,51,4.0,10.0,62.0,38.0,1026.1,0.0,0.0,0.0433333333333333,0.0,N
16368,2015-04-13 18:00:00,Bronx,54,5.0,10.0,67.0,39.0,1024.8,0.0,0.0,0.143333333333333,0.0,N
16375,2015-04-13 19:00:00,Bronx,41,6.0,10.0,65.0,40.0,1023.9,0.0,0.0,0.143333333333333,0.0,N
16382,2015-04-13 20:00:00,Bronx,51,6.0,10.0,68.0,40.0,1022.9,0.0,0.0,0.143333333333333,0.0,N
16389,2015-04-13 21:00:00,Bronx,43,6.0,10.0,66.0,40.0,1022.4,0.0,0.0,0.163333333333333,0.0,N
16396,2015-04-13 22:00:00,Bronx,27,11.0,10.0,65.0,41.0,1021.8,0.0,0.0,0.173333333333333,0.0,N
16403,2015-04-13 23:00:00,Bronx,25,8.0,10.0,64.0,41.0,1021.5,0.0,0.0,0.173333333333333,0.0,N
16410,2015-04-14 00:00:00,Bronx,19,5.0,10.0,64.0,41.0,1021.4,0.0,0.0,0.173333333333333,0.0,N
16417,2015-04-14 01:00:00,Bronx,20,7.0,10.0,63.0,42.0,1022.2,0.0,0.0,0.173333333333333,0.0,N
16424,2015-04-14 02:00:00,Bronx,10,5.0,10.0,62.0,43.0,1021.8,0.0,0.0,0.173333333333333,0.0,N
16430,2015-04-14 03:00:00,Bronx,4,6.0,10.0,61.0,42.0,1021.7,0.0,0.0533333333333333,0.173333333333333,0.0,N
16436,2015-04-14 04:00:00,Bronx,6,5.0,10.0,60.0,45.0,1021.3,0.0,0.0993333333333333,0.173333333333333,0.0,N
16442,2015-04-14 05:00:00,Bronx,11,5.0,10.0,60.0,48.0,1020.6,0.0,0.179333333333333,0.0,0.0,N
16448,2015-04-14 06:00:00,Bronx,34,5.0,10.0,61.0,49.0,1019.7,0.0,0.179333333333333,0.173333333333333,0.0,N
16455,2015-04-14 07:00:00,Bronx,51,6.0,10.0,61.0,51.0,1018.6,0.0,0.179333333333333,0.173333333333333,0.0,N
16462,2015-04-14 08:00:00,Bronx,72,7.0,10.0,61.0,51.0,1018.3,0.0,0.179333333333333,0.163333333333333,0.0,N
16469,2015-04-14 09:00:00,Bronx,41,7.0,10.0,61.0,51.0,1018.4,0.0,0.126,0.163333333333333,0.0,N
16475,2015-04-14 10:00:00,Bronx,38,3.0,10.0,59.6666666666667,51.6666666666667,1019.6,0.0,0.08,0.163333333333333,0.0,N
16481,2015-04-14 11:00:00,Bronx,37,5.0,10.0,61.0,52.0,1019.9,0.0,0.0,0.163333333333333,0.0,N
